#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 06 21 10 00 166  7.8  9.3  1.36  5.56  4.83 999 1020.8  13.1  14.7 999.0 99.0 99.00
2007 06 21 11 00 171  8.1  9.3  1.46  5.56  4.81 999 1020.6  13.1  14.7 999.0 99.0 99.00
2007 06 21 12 00 175  7.9  9.1  1.37  5.88  4.65 999 1020.6  13.3  14.6 999.0 99.0 99.00
2007 06 21 13 00 175  7.5  8.5  1.41  6.25  4.72 999 1020.6  13.4  14.6 999.0 99.0 99.00
2007 06 21 14 00 176  6.7  7.8  1.40  5.56  4.69 999 1020.9  13.4  14.6 999.0 99.0 99.00
2007 06 21 15 00 166  7.4  8.7  1.29  8.33  4.76 999 1020.8  13.7  14.6 999.0 99.0 99.00
2007 06 21 16 00 171  7.6  8.9  1.38  8.33  4.74 999 1020.9  13.9  14.6 999.0 99.0 99.00
2007 06 21 17 00 173  6.7  8.1  1.31  7.69  4.68 999 1021.2  14.0  14.7 999.0 99.0 99.00
2007 06 21 18 00 181  6.7  8.1  1.32  7.69  4.64 999 1021.5  14.2  14.8 999.0 99.0 99.00
2007 06 21 19 00 186  6.3  7.4  1.32  7.69  4.77 999 1021.6  14.3  14.9 999.0 99.0 99.00
2007 06 21 20 00 189  6.8  7.7  1.21  7.69  4.69 999 1021.6  14.4  15.0 999.0 99.0 99.00
2007 06 21 21 00 187  6.8  8.1  1.24  7.69  4.74 999 1021.5  14.5  15.1 999.0 99.0 99.00
2007 06 21 22 00 197  6.9  8.4  1.41  7.69  5.10 999 1021.5  14.4  15.2 999.0 99.0 99.00
2007 06 21 23 00 194  7.9  9.1  1.35  7.14  5.11 999 1021.4  14.4  15.2 999.0 99.0 99.00
2007 06 22 00 00 265  5.6  7.3  1.37  7.14  5.09 999 1021.2  14.3  15.3 999.0 99.0 99.00
2007 06 22 01 00 312  3.9  4.5  1.20  7.69  5.41 999 1020.9  14.4  15.3 999.0 99.0 99.00
2007 06 22 02 00 264  3.6  4.3  1.15  7.14  5.67 999 1021.3  14.7  15.3 999.0 99.0 99.00
2007 06 22 03 00 266  2.7  3.5  1.10  7.14  5.84 999 1021.2  14.9  15.3 999.0 99.0 99.00
2007 06 22 04 00 223  3.6  4.1  1.08  7.14  5.99 999 1021.5  14.5  15.3 999.0 99.0 99.00
2007 06 22 05 00 195  3.5  4.3  1.06  8.33  5.89 999 1021.7  14.3  15.2 999.0 99.0 99.00
2007 06 22 06 00 179  4.1  4.6  1.14  7.69  5.94 999 1021.9  14.3  15.3 999.0 99.0 99.00
2007 06 22 07 00 183  5.1  5.7  1.14  8.33  5.92 999 1021.9  14.2  15.3 999.0 99.0 99.00
2007 06 22 08 00 195  5.2  6.2  1.23  8.33  5.84 999 1021.7  14.4  15.3 999.0 99.0 99.00
2007 06 22 09 00 189  5.3  6.1  1.03  7.69  5.28 999 1021.6  14.4  15.4 999.0 99.0 99.00
2007 06 22 10 00 200  3.3  3.8  1.14  7.69  5.29 999 1021.4  14.0  15.3 999.0 99.0 99.00
2007 06 22 11 00 150  3.3  4.4  1.10  7.69  4.88 999 1021.2  13.7  15.3 999.0 99.0 99.00
2007 06 22 12 00 190  1.9  2.6  1.08  7.69  5.07 999 1021.1  14.3  15.3 999.0 99.0 99.00
2007 06 22 13 00 217  3.0  3.8  1.09  7.69  5.04 999 1021.1  14.4  15.3 999.0 99.0 99.00
2007 06 22 14 00 215  3.8  4.6  1.17  6.67  5.35 999 1020.9  14.5  15.3 999.0 99.0 99.00
2007 06 22 15 00 233  3.1  3.8  1.05  7.69  5.29 999 1021.1  14.6  15.3 999.0 99.0 99.00
2007 06 22 16 00 218  2.7  3.2  1.09  7.69  5.50 999 1021.0  14.7  15.4 999.0 99.0 99.00
2007 06 22 17 00 216  3.0  3.8  1.19  7.14  6.08 999 1021.1  14.8  15.4 999.0 99.0 99.00
2007 06 22 18 00 228  3.2  3.9  1.23  7.69  6.18 999 1021.1  14.8  15.5 999.0 99.0 99.00
2007 06 22 19 00 189  4.6  5.3  1.31  7.69  6.59 999 1021.3  14.0  15.7 999.0 99.0 99.00
2007 06 22 20 00 191  4.1  4.9  1.46 10.00  7.13 999 1021.5  14.3  15.8 999.0 99.0 99.00
2007 06 22 21 00 199  4.3  5.2  1.42  7.69  6.78 999 1021.6  14.4  16.1 999.0 99.0 99.00
2007 06 22 22 00 250  3.5  4.7  1.64  9.09  7.29 999 1021.7  15.1  16.2 999.0 99.0 99.00
2007 06 22 23 00 248  4.3  5.1  1.51  9.09  6.86 999 1021.6  15.2  16.4 999.0 99.0 99.00
2007 06 23 00 00 249  4.2  5.1  1.44  9.09  7.02 999 1021.3  15.2  16.3 999.0 99.0 99.00
2007 06 23 01 00 253  4.1  5.0  1.48  9.09  6.63 999 1021.0  15.3  16.2 999.0 99.0 99.00
2007 06 23 02 00 251  3.9  4.8  1.63  9.09  6.64 999 1020.7  15.4  16.0 999.0 99.0 99.00
2007 06 23 03 00 255  3.1  4.0  1.62  9.09  6.45 999 1020.7  15.1  15.8 999.0 99.0 99.00
2007 06 23 04 00 248  2.3  3.4  1.46  9.09  6.23 999 1020.5  14.8  15.6 999.0 99.0 99.00
2007 06 23 05 00 236  2.7  3.4  1.68 10.00  6.63 999 1020.7  14.8  15.6 999.0 99.0 99.00
2007 06 23 06 00 194  1.7  2.7  1.62 10.00  6.77 999 1020.7  14.8  15.9 999.0 99.0 99.00
2007 06 23 07 00 236  2.2  3.0  1.70  9.09  6.52 999 1020.6  14.8  16.1 999.0 99.0 99.00
2007 06 23 08 00 273  2.5  3.3  1.74  9.09  6.48 999 1020.4  14.7  16.0 999.0 99.0 99.00
2007 06 23 09 00 255  3.4  4.4  1.43  9.09  6.34 999 1020.1  14.7  15.8 999.0 99.0 99.00
2007 06 23 10 00 257  3.6  4.3  1.60 10.00  6.74 999 1020.0  14.4  15.8 999.0 99.0 99.00
2007 06 23 11 00 240  2.5  3.6  1.48 10.00  6.53 999 1019.7  14.3  15.7 999.0 99.0 99.00
2007 06 23 12 00 283  2.8  3.5  1.69 10.00  6.88 999 1019.5  14.2  15.7 999.0 99.0 99.00
2007 06 23 13 00 291  2.7  3.5  1.58 10.00  6.62 999 1019.3  14.1  15.6 999.0 99.0 99.00
2007 06 23 14 00 313  1.6  2.6  1.43 10.00  6.53 999 1019.1  14.1  15.5 999.0 99.0 99.00
2007 06 23 15 00 287  2.7  3.5  1.33  9.09  6.36 999 1019.3  14.1  15.5 999.0 99.0 99.00
2007 06 23 16 00 289  1.8  2.6  1.34  9.09  6.54 999 1019.3  14.5  15.4 999.0 99.0 99.00
2007 06 23 17 00 283  1.0  2.0  1.32 10.00  6.43 999 1019.1  14.7  15.6 999.0 99.0 99.00
2007 06 23 18 00 302  2.0  2.9  1.52  9.09  6.46 999 1019.0  14.3  15.6 999.0 99.0 99.00
2007 06 23 19 00 289  2.5  3.5  1.47  9.09  6.59 999 1019.2  14.4  15.9 999.0 99.0 99.00
2007 06 23 20 00 258  1.9  2.8  1.47  9.09  6.48 999 1019.1  14.4  16.0 999.0 99.0 99.00
2007 06 23 21 00 229  1.9  3.2  1.41  9.09  6.43 999 1019.3  14.5  16.0 999.0 99.0 99.00
2007 06 23 22 00 244  3.1  4.1  1.57  8.33  6.51 999 1019.2  14.5  16.1 999.0 99.0 99.00
2007 06 23 23 00 236  3.9  4.8  1.42  9.09  6.40 999 1019.2  14.7  16.1 999.0 99.0 99.00
2007 06 24 00 00 220  3.9  5.2  1.41  8.33  6.24 999 1018.9  14.8  16.1 999.0 99.0 99.00
2007 06 24 01 00 219  3.6  4.5  1.47  8.33  6.32 999 1018.4  14.9  16.1 999.0 99.0 99.00
2007 06 24 02 00 228  4.7  5.8  1.55  9.09  6.37 999 1018.2  15.0  16.3 999.0 99.0 99.00
2007 06 24 03 00 224  4.5  5.6  1.46  8.33  6.00 999 1017.6  14.9  15.7 999.0 99.0 99.00
2007 06 24 04 00 218  4.6  5.4  1.49  8.33  5.81 999 1017.4  14.8  15.7 999.0 99.0 99.00
2007 06 24 05 00 198  5.4  6.6  1.44  8.33  5.45 999 1017.5  14.5  15.3 999.0 99.0 99.00
2007 06 24 06 00 222  6.1  7.3  1.57  9.09  5.49 999 1017.3  14.7  15.3 999.0 99.0 99.00
2007 06 24 07 00 199  7.0  8.3  1.67  7.69  5.53 999 1017.1  14.7  15.1 999.0 99.0 99.00
2007 06 24 08 00 209  7.5  8.7  1.69  9.09  5.52 999 1017.0  14.7  15.1 999.0 99.0 99.00
2007 06 24 09 00 239  6.7  9.3  1.78  8.33  5.30 999 1016.9  13.2  15.1 999.0 99.0 99.00
2007 06 24 10 00 281  3.7  4.7  1.65  9.09  5.17 999 1016.9  13.3  15.1 999.0 99.0 99.00
2007 06 24 11 00 267  3.1  4.3  1.63  8.33  5.66 999 1016.9  13.1  15.3 999.0 99.0 99.00
2007 06 24 12 00 294  5.4  6.8  1.70  9.09  6.07 999 1016.8  14.2  15.8 999.0 99.0 99.00
2007 06 24 13 00 298  5.4  6.5  1.46  8.33  5.50 999 1017.1  14.3  15.8 999.0 99.0 99.00
2007 06 24 14 00 297  3.4  4.7  1.43  8.33  5.51 999 1017.2  14.0  15.5 999.0 99.0 99.00
2007 06 24 15 00 278  5.7  6.9  1.52  8.33  5.63 999 1017.6  14.2  14.9 999.0 99.0 99.00
2007 06 24 16 00 278  5.6  6.7  1.57  7.69  5.42 999 1017.9  14.0  14.7 999.0 99.0 99.00
2007 06 24 17 00 265  4.0  4.9  1.44  7.69  5.41 999 1018.3  14.1  14.8 999.0 99.0 99.00
2007 06 24 18 00 266  3.4  4.1  1.42  7.69  5.25 999 1018.7  13.9  14.9 999.0 99.0 99.00
2007 06 24 19 00 285  5.8  6.9  1.45  7.69  5.50 999 1019.1  13.8  15.5 999.0 99.0 99.00
2007 06 24 20 00 256  6.6  8.2  1.54  7.69  5.19 999 1019.6  13.9  15.0 999.0 99.0 99.00
2007 06 24 21 00 258  5.5  6.5  1.67  8.33  5.21 999 1020.0  14.1  15.1 999.0 99.0 99.00
2007 06 24 22 00 270  5.9  7.4  1.54  7.69  5.20 999 1020.4  14.3  15.2 999.0 99.0 99.00
2007 06 24 23 00 265  5.9  7.6  1.46  7.14  4.96 999 1020.6  14.2  15.3 999.0 99.0 99.00
2007 06 25 00 00 266  6.9  8.2  1.60  7.69  4.93 999 1020.7  14.1  15.3 999.0 99.0 99.00
2007 06 25 01 00 259  6.2  7.4  1.58  7.14  5.05 999 1020.9  14.2  15.6 999.0 99.0 99.00
2007 06 25 02 00 275  6.0  7.6  1.65  7.14  5.20 999 1020.9  14.3  15.6 999.0 99.0 99.00
2007 06 25 03 00 291  5.5  7.1  1.55  6.67  5.04 999 1021.2  14.2  15.3 999.0 99.0 99.00
2007 06 25 04 00 290  4.9  6.2  1.50  7.14  5.18 999 1021.5  14.0  15.3 999.0 99.0 99.00
2007 06 25 05 00 291  5.1  6.6  1.63  8.33  5.61 999 1022.0  14.0  15.1 999.0 99.0 99.00
2007 06 25 06 00 295  4.3  5.9  1.71  8.33  5.72 999 1022.6  14.0  15.2 999.0 99.0 99.00
2007 06 25 07 00 294  5.3  6.6  1.58  8.33  5.75 999 1022.7  14.1  15.5 999.0 99.0 99.00
2007 06 25 08 00 296  4.5  5.9  1.48  7.69  5.62 999 1022.9  13.9  15.8 999.0 99.0 99.00
2007 06 25 09 00 303  3.4  4.5  1.54  8.33  5.95 999 1023.0  13.9  15.7 999.0 99.0 99.00
2007 06 25 10 00 322  3.5  4.5  1.40  7.69  5.66 999 1023.2  13.9  15.6 999.0 99.0 99.00
2007 06 25 11 00 329  3.4  4.3  1.32  8.33  5.57 999 1023.4  13.9  15.6 999.0 99.0 99.00
2007 06 25 12 00 340  4.0  4.9  1.40  7.14  5.56 999 1023.5  13.7  15.5 999.0 99.0 99.00
2007 06 25 13 00 344  2.4  3.3  1.34  8.33  5.65 999 1024.0  13.7  15.4 999.0 99.0 99.00
2007 06 25 14 00  17  2.2  3.4  1.45  7.69  5.68 999 1024.4  14.2  15.3 999.0 99.0 99.00
2007 06 25 15 00  42  2.8  3.5  1.28  8.33  5.49 999 1024.6  13.9  15.3 999.0 99.0 99.00
2007 06 25 16 00 116  3.5  4.6  1.49  7.14  5.85 999 1024.8  13.4  15.2 999.0 99.0 99.00
2007 06 25 17 00  56  1.6  2.4  1.39  7.69  5.64 999 1024.8  13.9  15.2 999.0 99.0 99.00
2007 06 25 18 00  51  2.8  3.8  1.28  7.14  5.43 999 1024.7  14.0  15.7 999.0 99.0 99.00
2007 06 25 19 00  13  2.8  3.7  1.51  7.69  5.90 999 1024.7  14.1  16.0 999.0 99.0 99.00
2007 06 25 20 00 353  4.6  5.8  1.40  7.69  5.81 999 1024.6  14.4  16.3 999.0 99.0 99.00
2007 06 25 21 00 350  6.2  7.0  1.26  7.69  5.48 999 1024.3  14.5  16.3 999.0 99.0 99.00
2007 06 25 22 00 349  7.7  8.8  1.14  8.33  4.98 999 1023.7  14.8  16.3 999.0 99.0 99.00
2007 06 25 23 00 353  8.8 10.1  1.09  7.69  4.18 999 1023.3  15.0  16.2 999.0 99.0 99.00
2007 06 26 00 00 354  9.1 10.5  1.25  7.69  4.25 999 1023.1  15.1  16.0 999.0 99.0 99.00
2007 06 26 01 00 358  9.3 11.3  1.24  7.69  3.72 999 1022.6  15.0  15.5 999.0 99.0 99.00
2007 06 26 02 00   1  9.8 11.3  1.30  3.85  3.81 999 1021.9  15.0  15.2 999.0 99.0 99.00
2007 06 26 03 00 359  8.8 10.2  1.39  4.00  3.90 999 1021.6  15.2  15.2 999.0 99.0 99.00
2007 06 26 04 00 355  8.8 10.3  1.34  4.00  3.94 999 1021.4  15.0  15.2 999.0 99.0 99.00
2007 06 26 05 00   3  9.1 11.1  1.47  7.14  4.26 999 1021.3  14.9  15.1 999.0 99.0 99.00
2007 06 26 06 00   3  8.4  9.7  1.41  7.69  4.14 999 1021.1  14.8  14.5 999.0 99.0 99.00
2007 06 26 07 00   3  8.4  9.5  1.49  7.14  4.38 999 1020.6  14.7  14.5 999.0 99.0 99.00
2007 06 26 08 00   7  7.0  8.3  1.39  7.14  4.47 999 1019.8  14.7  14.9 999.0 99.0 99.00
2007 06 26 09 00 360  5.9  7.2  1.34  5.26  4.58 999 1019.2  14.7  14.8 999.0 99.0 99.00
2007 06 26 10 00   1  6.4  7.4  1.28  5.56  4.52 999 1018.7  14.7  14.7 999.0 99.0 99.00
2007 06 26 11 00 360  5.0  5.8  1.22  5.26  4.45 999 1018.2  14.6  14.9 999.0 99.0 99.00
2007 06 26 12 00   1  3.7  4.2  1.20  5.00  4.53 999 1017.9  14.5  14.9 999.0 99.0 99.00
2007 06 26 13 00 340  3.7  4.5  1.14  5.26  4.59 999 1017.9  14.5  14.8 999.0 99.0 99.00
2007 06 26 14 00 336  4.2  5.0  1.03  5.00  4.48 999 1017.9  14.9  14.9 999.0 99.0 99.00
2007 06 26 15 00 338  4.9  5.6  0.91  7.14  4.30 999 1017.9  15.0  14.9 999.0 99.0 99.00
2007 06 26 16 00 336  4.3  5.0  0.88  4.55  4.13 999 1017.8  15.0  15.1 999.0 99.0 99.00
2007 06 26 17 00 327  5.0  5.9  0.94  4.55  3.94 999 1017.8  15.0  15.3 999.0 99.0 99.00
2007 06 26 18 00 330  5.0  5.8  0.91  4.35  3.88 999 1017.7  15.1  15.4 999.0 99.0 99.00
2007 06 26 19 00 329  5.3  5.9  0.86  4.55  3.63 999 1017.6  15.2  15.1 999.0 99.0 99.00
2007 06 26 20 00 323  5.4  6.4  0.77  4.35  3.63 999 1017.6  15.2  15.1 999.0 99.0 99.00
2007 06 26 21 00 310  6.3  7.0  0.80  7.14  3.62 999 1018.1  15.2  15.1 999.0 99.0 99.00
2007 06 26 22 00 316  6.6  8.0  0.77  4.00  3.59 999 1018.0  15.2  15.0 999.0 99.0 99.00
2007 06 26 23 00 324  5.7  6.8  0.79  4.35  3.68 999 1018.3  15.1  15.1 999.0 99.0 99.00
2007 06 27 00 00 329  5.3  5.9  0.87  4.35  3.81 999 1018.8  15.1  15.2 999.0 99.0 99.00
2007 06 27 01 00 324  3.7  4.4  0.84  4.35  4.02 999 1019.1  15.3  15.1 999.0 99.0 99.00
2007 06 27 02 00 315  3.6  4.5  0.84  4.55  4.16 999 1019.2  15.2  15.0 999.0 99.0 99.00
2007 06 27 03 00 312  4.0  4.7  0.79  4.35  4.21 999 1019.5  15.2  15.8 999.0 99.0 99.00
2007 06 27 04 00 332  3.2  3.6  0.80  4.35  4.07 999 1019.5  15.0  15.7 999.0 99.0 99.00
2007 06 27 05 00 317  2.4  2.9  0.80  4.35  4.10 999 1020.0  14.9  15.5 999.0 99.0 99.00
2007 06 27 06 00 308  2.7  3.5  0.82  4.17  4.14 999 1020.3  14.9  15.5 999.0 99.0 99.00
2007 06 27 07 00 300  1.7  2.3  0.82  6.25  4.13 999 1020.3  14.8  15.5 999.0 99.0 99.00
2007 06 27 08 00 288  1.5  1.9  0.76  5.88  4.07 999 1020.4  14.7  15.4 999.0 99.0 99.00
2007 06 27 09 00 281  0.9  1.2  0.73  6.67  4.18 999 1020.2  14.6  15.4 999.0 99.0 99.00
2007 06 27 10 00 287  0.4  0.6  0.78  5.88  4.28 999 1020.2  14.4  15.3 999.0 99.0 99.00
2007 06 27 11 00 197  0.2  0.4  0.70  5.88  4.21 999 1020.3  14.3  15.3 999.0 99.0 99.00
2007 06 27 12 00  92  0.9  1.2  0.73  6.67  4.56 999 1020.2  14.4  15.2 999.0 99.0 99.00
2007 06 27 13 00 117  0.8  1.0  0.76 10.00  5.26 999 1020.0  14.4  15.0 999.0 99.0 99.00
2007 06 27 14 00 125  1.1  1.4  0.76 10.00  5.49 999 1019.8  14.5  15.0 999.0 99.0 99.00
2007 06 27 15 00 126  2.8  3.5  0.83  9.09  6.11 999 1019.7  14.6  15.1 999.0 99.0 99.00
2007 06 27 16 00 133  2.9  3.6  0.92  9.09  6.58 999 1019.5  14.5  15.2 999.0 99.0 99.00
2007 06 27 17 00 158  2.5  3.1  1.04  9.09  6.70 999 1019.3  14.6  15.4 999.0 99.0 99.00
2007 06 27 18 00 198  3.1  3.8  1.22  9.09  6.74 999 1019.2  14.6  15.7 999.0 99.0 99.00
2007 06 27 19 00 222  2.6  3.2  1.10  9.09  6.76 999 1019.1  14.7  15.8 999.0 99.0 99.00
2007 06 27 20 00 208  2.2  2.7  1.21  9.09  6.83 999 1019.0  15.0  16.0 999.0 99.0 99.00
2007 06 27 21 00 220  1.8  2.3  1.22  9.09  6.89 999 1018.6  15.2  16.2 999.0 99.0 99.00
2007 06 27 22 00 225  1.6  2.5  1.28  9.09  6.92 999 1018.1  15.2  16.2 999.0 99.0 99.00
2007 06 27 23 00 239  1.8  2.5  1.14  7.69  6.61 999 1017.7  15.4  16.4 999.0 99.0 99.00
2007 06 28 00 00 239  1.9  2.4  1.09  9.09  6.51 999 1017.3  15.4  16.4 999.0 99.0 99.00
2007 06 28 01 00 249  1.6  2.3  1.09  8.33  6.61 999 1016.6  15.5  16.5 999.0 99.0 99.00
2007 06 28 02 00 236  1.4  2.0  1.13  9.09  6.41 999 1016.1  15.5  16.6 999.0 99.0 99.00
2007 06 28 03 00 223  2.9  3.7  1.12  9.09  6.68 999 1016.2  15.6  16.9 999.0 99.0 99.00
2007 06 28 04 00 200  3.1  3.7  1.18  9.09  7.04 999 1016.2  15.6  16.9 999.0 99.0 99.00
2007 06 28 05 00 169  4.2  4.8  1.20  9.09  6.99 999 1016.0  15.7  16.7 999.0 99.0 99.00
2007 06 28 06 00 166  6.2  7.2  1.21  9.09  7.27 999 1015.7  15.9  16.6 999.0 99.0 99.00
2007 06 28 07 00 169  6.9  8.0  1.27  9.09  6.51 999 1015.3  15.8  16.0 999.0 99.0 99.00
2007 06 28 08 00 168  7.3  9.0  1.25 10.00  5.29 999 1015.0  15.5  15.7 999.0 99.0 99.00
2007 06 28 09 00 176  8.5 10.4  1.31 10.00  5.09 999 1014.6  15.5  15.5 999.0 99.0 99.00
2007 06 28 10 00 181  8.6  9.8  1.41  9.09  4.94 999 1014.2  15.4  15.4 999.0 99.0 99.00
2007 06 28 11 00 179  9.5 11.6  1.69 10.00  4.87 999 1013.9  15.3  15.4 999.0 99.0 99.00
2007 06 28 12 00 174  8.4  9.6  1.73  5.00  4.92 999 1013.7  15.2  15.4 999.0 99.0 99.00
2007 06 28 13 00 178  9.2 11.1  1.73  9.09  4.81 999 1013.7  14.8  15.4 999.0 99.0 99.00
2007 06 28 14 00 175  9.8 11.8  1.96  5.56  5.09 999 1013.6  14.5  15.5 999.0 99.0 99.00
2007 06 28 15 00 172  9.4 10.4  1.88  5.88  5.06 999 1013.5  14.5  15.5 999.0 99.0 99.00
2007 06 28 16 00 169  9.3 11.0  2.12  6.25  5.07 999 1013.4  14.8  15.5 999.0 99.0 99.00
2007 06 28 17 00 169 10.0 12.2  2.03  6.25  5.12 999 1013.2  14.4  15.4 999.0 99.0 99.00
2007 06 28 18 00 167  9.5 11.2  2.09  6.25  5.03 999 1013.0  14.3  15.4 999.0 99.0 99.00
2007 06 28 19 00 170 10.2 11.9  2.13  6.25  5.20 999 1013.0  14.4  15.4 999.0 99.0 99.00
2007 06 28 20 00 170  9.7 11.2  2.35  6.67  5.46 999 1013.2  14.7  15.4 999.0 99.0 99.00
2007 06 28 21 00 224  6.8  8.4  2.28  7.14  5.39 999 1013.7  14.8  15.4 999.0 99.0 99.00
2007 06 28 22 00 241  2.8  4.1  2.11  7.69  5.81 999 1014.1  14.5  15.4 999.0 99.0 99.00
2007 06 28 23 00 215  1.8  2.5  1.86  7.14  5.82 999 1014.1  14.5  15.4 999.0 99.0 99.00
2007 06 29 00 00 206  7.3  9.1  1.98  7.14  6.18 999 1014.3  14.4  15.3 999.0 99.0 99.00
2007 06 29 01 00 194  5.0  6.5  1.72  7.14  6.04 999 1014.3  14.9  15.4 999.0 99.0 99.00
2007 06 29 02 00 185  6.9  8.3  1.64 10.00  5.77 999 1014.4  15.1  15.5 999.0 99.0 99.00
2007 06 29 03 00 181  5.9  6.9  1.62  6.67  5.66 999 1014.5  15.0  15.5 999.0 99.0 99.00
2007 06 29 04 00 173  7.1  8.5  1.56  9.09  5.47 999 1014.4  14.9  15.5 999.0 99.0 99.00
2007 06 29 05 00 168  9.4 11.1  1.63  9.09  5.00 999 1014.3  14.7  15.4 999.0 99.0 99.00
2007 06 29 06 00 167  8.5  9.9  1.55  9.09  4.78 999 1014.4  14.7  15.2 999.0 99.0 99.00
2007 06 29 07 00 181  8.1  9.6  1.61  9.09  4.94 999 1013.9  14.9  15.2 999.0 99.0 99.00
2007 06 29 08 00 183  7.9  9.2  1.60  9.09  4.80 999 1013.7  14.8  15.2 999.0 99.0 99.00
2007 06 29 09 00 178  8.6 10.5  1.58  8.33  4.62 999 1013.4  14.9  15.1 999.0 99.0 99.00
2007 06 29 10 00 185  8.4 10.0  1.60  9.09  4.57 999 1013.4  14.7  15.1 999.0 99.0 99.00
2007 06 29 11 00 191  7.2  8.5  1.59  5.88  4.68 999 1013.4  14.9  15.1 999.0 99.0 99.00
2007 06 29 12 00 215  5.4  6.6  1.48  8.33  4.77 999 1013.9  14.5  15.0 999.0 99.0 99.00
2007 06 29 13 00 207  5.5  7.0  1.45  5.88  4.81 999 1014.1  14.7  15.0 999.0 99.0 99.00
2007 06 29 14 00 203  5.8  6.7  1.36  6.25  4.73 999 1014.1  14.8  14.9 999.0 99.0 99.00
2007 06 29 15 00 207  6.7  8.1  1.41  5.88  4.96 999 1014.6  14.8  14.7 999.0 99.0 99.00
2007 06 29 16 00 197  5.8  7.0  1.35  8.33  5.21 999 1015.1  14.9  14.7 999.0 99.0 99.00
2007 06 29 17 00 181  4.8  5.7  1.35  6.25  5.35 999 1015.6  15.0  15.0 999.0 99.0 99.00
2007 06 29 18 00 196  6.4  8.0  1.32  8.33  5.41 999 1016.3  14.7  15.2 999.0 99.0 99.00
2007 06 29 19 00 174  6.1  7.7  1.32  9.09  5.43 999 1016.9  14.6  15.4 999.0 99.0 99.00
2007 06 29 20 00 195  7.0  8.6  1.45  9.09  5.26 999 1017.6  15.3  15.5 999.0 99.0 99.00
2007 06 29 21 00 190  6.7  8.0  1.37  6.25  4.93 999 1018.1  15.2  15.5 999.0 99.0 99.00
2007 06 29 22 00 217  6.1  7.4  1.51  6.25  5.18 999 1019.0  15.3  15.5 999.0 99.0 99.00
2007 06 29 23 00 225  5.6  7.0  1.57  5.88  5.11 999 1019.6  15.7  15.4 999.0 99.0 99.00
2007 06 30 00 00 204  4.1  5.0  1.54  5.56  4.94 999 1019.9  15.7  15.5 999.0 99.0 99.00
2007 06 30 01 00 199  4.9  5.6  1.51  5.56  4.87 999 1020.0  15.7  15.5 999.0 99.0 99.00
2007 06 30 02 00 192  4.2  4.9  1.54  5.88  4.90 999 1020.0  15.5  15.5 999.0 99.0 99.00
2007 06 30 03 00 206  4.0  4.8  1.47  5.88  4.83 999 1020.4  15.6  15.5 999.0 99.0 99.00
2007 06 30 04 00 224  3.4  4.0  1.38  8.33  4.63 999 1020.8  15.5  15.4 999.0 99.0 99.00
2007 06 30 05 00 199  2.0  2.4  1.27  8.33  4.70 999 1021.2  15.3  15.3 999.0 99.0 99.00
2007 06 30 06 00 167  2.0  2.3  1.21  8.33  4.79 999 1021.4  15.1  15.3 999.0 99.0 99.00
2007 06 30 07 00 182  3.2  3.9  1.18  8.33  5.03 999 1021.3  15.1  15.3 999.0 99.0 99.00
2007 06 30 08 00 172  2.7  3.1  1.10  7.69  5.05 999 1021.2  14.9  15.3 999.0 99.0 99.00
2007 06 30 09 00 171  2.7  3.0  1.07  7.69  5.42 999 1021.2  14.9  15.4 999.0 99.0 99.00
2007 06 30 10 00 154  2.1  2.5  1.01  8.33  5.67 999 1021.1  14.9  15.4 999.0 99.0 99.00
2007 06 30 11 00 135  1.8  2.3  0.99  7.14  5.59 999 1021.0  14.7  15.5 999.0 99.0 99.00
2007 06 30 12 00 143  2.6  3.1  1.00  7.69  5.86 999 1021.0  14.2  15.5 999.0 99.0 99.00
2007 06 30 13 00 125  1.9  2.5  1.00  9.09  6.00 999 1021.2  14.2  15.5 999.0 99.0 99.00
2007 06 30 14 00 127  2.1  2.7  1.01  6.25  5.97 999 1021.3  14.1  15.5 999.0 99.0 99.00
2007 06 30 15 00  81  2.8  3.5  1.13  8.33  5.93 999 1021.3  14.3  15.5 999.0 99.0 99.00
2007 06 30 16 00  98  3.2  3.8  1.09  6.67  5.97 999 1021.1  14.0  15.5 999.0 99.0 99.00
2007 06 30 17 00 103  2.1  2.9  1.24  7.69  5.92 999 1021.4  14.2  15.5 999.0 99.0 99.00
2007 06 30 18 00 355  1.7  2.1  1.31  8.33  5.91 999 1021.2  14.7  15.9 999.0 99.0 99.00
2007 06 30 19 00 340  3.6  4.3  1.24  7.69  5.90 999 1021.1  15.0  16.1 999.0 99.0 99.00
2007 06 30 20 00 332  4.3  4.9  1.28  8.33  5.83 999 1020.9  15.0  16.2 999.0 99.0 99.00
2007 06 30 21 00 340  5.1  6.1  1.32  7.69  5.50 999 1020.5  15.4  16.2 999.0 99.0 99.00
2007 06 30 22 00 336  6.0  7.0  1.26  8.33  5.30 999 1020.3  15.5  16.1 999.0 99.0 99.00
2007 06 30 23 00 340  6.7  7.6  1.14  8.33  4.73 999 1020.1  15.6  16.1 999.0 99.0 99.00
2007 07 01 00 00 348  6.9  7.8  1.17  7.69  4.54 999 1019.4  15.7  16.1 999.0 99.0 99.00
